"hgnc_symbol","reactpathID","description","entrezgene_id"
"GNAQ","R-HSA-422356","Regulation of insulin secretion",2776
"GNAQ","R-HSA-390466","Chaperonin-mediated protein folding",2776
"GNAQ","R-HSA-111885","Opioid Signalling",2776
"GNAQ","R-HSA-391251","Protein folding",2776
"GNAQ","R-HSA-163685","Integration of energy metabolism",2776
"GNAQ","R-HSA-416476","G alpha (q) signalling events",2776
"GNAQ","R-HSA-76002","Platelet activation, signaling and aggregation",2776
"GNAQ","R-HSA-418594","G alpha (i) signalling events",2776
"GNAS","R-HSA-164378","PKA activation in glucagon signalling",2778
"GNAS","R-HSA-392851","Prostacyclin signalling through prostacyclin receptor",2778
"GNAS","R-HSA-163359","Glucagon signaling in metabolic regulation",2778
"GNAS","R-HSA-420092","Glucagon-type ligand receptors",2778
"GNAS","R-HSA-381676","Glucagon-like Peptide-1 (GLP1) regulates insulin secretion",2778
"GNAS","R-HSA-432040","Vasopressin regulates renal water homeostasis via Aquaporins",2778
"GNAS","R-HSA-9660821","ADORA2B mediated anti-inflammatory cytokines production",2778
"GNAS","R-HSA-9634597","GPER1 signaling",2778
"GNAS","R-HSA-418597","G alpha (z) signalling events",2778
"GNAS","R-HSA-445717","Aquaporin-mediated transport",2778
"GNAS","R-HSA-422356","Regulation of insulin secretion",2778
"GNAS","R-HSA-9662851","Anti-inflammatory response favouring Leishmania parasite infection",2778
"GNAS","R-HSA-9664433","Leishmania parasite growth and survival",2778
"GNAS","R-HSA-418346","Platelet homeostasis",2778
"GNAS","R-HSA-373080","Class B/2 (Secretin family receptors)",2778
"GNAS","R-HSA-163685","Integration of energy metabolism",2778
"GNAS","R-HSA-5610787","Hedgehog 'off' state",2778
"GNAS","R-HSA-5358351","Signaling by Hedgehog",2778
"GNAS","R-HSA-418555","G alpha (s) signalling events",2778
"GNAS","R-HSA-9658195","Leishmania infection",2778
"GNAS","R-HSA-418594","G alpha (i) signalling events",2778
"GNAS","R-HSA-500792","GPCR ligand binding",2778
"HLA-DOA","R-HSA-2132295","MHC class II antigen presentation",3111
"HLA-DOB","R-HSA-2132295","MHC class II antigen presentation",3112
"HLA-DPA1","R-HSA-202430","Translocation of ZAP-70 to Immunological synapse",3113
"HLA-DPA1","R-HSA-202427","Phosphorylation of CD3 and TCR zeta chains",3113
"HLA-DPA1","R-HSA-389948","PD-1 signaling",3113
"HLA-DPA1","R-HSA-202433","Generation of second messenger molecules",3113
"HLA-DPA1","R-HSA-388841","Costimulation by the CD28 family",3113
"HLA-DPA1","R-HSA-877300","Interferon gamma signaling",3113
"HLA-DPA1","R-HSA-202424","Downstream TCR signaling",3113
"HLA-DPA1","R-HSA-202403","TCR signaling",3113
"HLA-DPA1","R-HSA-2132295","MHC class II antigen presentation",3113
"HLA-DPA1","R-HSA-913531","Interferon Signaling",3113
"HLA-DPB1","R-HSA-202430","Translocation of ZAP-70 to Immunological synapse",3115
"HLA-DPB1","R-HSA-202427","Phosphorylation of CD3 and TCR zeta chains",3115
"HLA-DPB1","R-HSA-389948","PD-1 signaling",3115
"HLA-DPB1","R-HSA-202433","Generation of second messenger molecules",3115
"HLA-DPB1","R-HSA-388841","Costimulation by the CD28 family",3115
"HLA-DPB1","R-HSA-877300","Interferon gamma signaling",3115
"HLA-DPB1","R-HSA-202424","Downstream TCR signaling",3115
"HLA-DPB1","R-HSA-202403","TCR signaling",3115
"HLA-DPB1","R-HSA-2132295","MHC class II antigen presentation",3115
"HLA-DPB1","R-HSA-913531","Interferon Signaling",3115
"HLA-DQA1","R-HSA-202430","Translocation of ZAP-70 to Immunological synapse",3117
"HLA-DQA1","R-HSA-202427","Phosphorylation of CD3 and TCR zeta chains",3117
"HLA-DQA1","R-HSA-389948","PD-1 signaling",3117
"HLA-DQA1","R-HSA-202433","Generation of second messenger molecules",3117
"HLA-DQA1","R-HSA-388841","Costimulation by the CD28 family",3117
"HLA-DQA1","R-HSA-877300","Interferon gamma signaling",3117
"HLA-DQA1","R-HSA-202424","Downstream TCR signaling",3117
"HLA-DQA1","R-HSA-202403","TCR signaling",3117
"HLA-DQA1","R-HSA-2132295","MHC class II antigen presentation",3117
"HLA-DQA1","R-HSA-913531","Interferon Signaling",3117
"HLA-DQA2","R-HSA-202430","Translocation of ZAP-70 to Immunological synapse",3118
"HLA-DQA2","R-HSA-202430","Translocation of ZAP-70 to Immunological synapse",3117
"HLA-DQA2","R-HSA-202427","Phosphorylation of CD3 and TCR zeta chains",3118
"HLA-DQA2","R-HSA-202427","Phosphorylation of CD3 and TCR zeta chains",3117
"HLA-DQA2","R-HSA-389948","PD-1 signaling",3118
"HLA-DQA2","R-HSA-389948","PD-1 signaling",3117
"HLA-DQA2","R-HSA-202433","Generation of second messenger molecules",3118
"HLA-DQA2","R-HSA-202433","Generation of second messenger molecules",3117
"HLA-DQA2","R-HSA-388841","Costimulation by the CD28 family",3118
"HLA-DQA2","R-HSA-388841","Costimulation by the CD28 family",3117
"HLA-DQA2","R-HSA-877300","Interferon gamma signaling",3118
"HLA-DQA2","R-HSA-877300","Interferon gamma signaling",3117
"HLA-DQA2","R-HSA-202424","Downstream TCR signaling",3118
"HLA-DQA2","R-HSA-202424","Downstream TCR signaling",3117
"HLA-DQA2","R-HSA-202403","TCR signaling",3118
"HLA-DQA2","R-HSA-202403","TCR signaling",3117
"HLA-DQA2","R-HSA-2132295","MHC class II antigen presentation",3118
"HLA-DQA2","R-HSA-2132295","MHC class II antigen presentation",3117
"HLA-DQA2","R-HSA-913531","Interferon Signaling",3118
"HLA-DQA2","R-HSA-913531","Interferon Signaling",3117
"HLA-DQB1","R-HSA-202430","Translocation of ZAP-70 to Immunological synapse",3119
"HLA-DQB1","R-HSA-202427","Phosphorylation of CD3 and TCR zeta chains",3119
"HLA-DQB1","R-HSA-389948","PD-1 signaling",3119
"HLA-DQB1","R-HSA-202433","Generation of second messenger molecules",3119
"HLA-DQB1","R-HSA-388841","Costimulation by the CD28 family",3119
"HLA-DQB1","R-HSA-877300","Interferon gamma signaling",3119
"HLA-DQB1","R-HSA-202424","Downstream TCR signaling",3119
"HLA-DQB1","R-HSA-202403","TCR signaling",3119
"HLA-DQB1","R-HSA-2132295","MHC class II antigen presentation",3119
"HLA-DQB1","R-HSA-913531","Interferon Signaling",3119
"HLA-DRA","R-HSA-202430","Translocation of ZAP-70 to Immunological synapse",3122
"HLA-DRA","R-HSA-202427","Phosphorylation of CD3 and TCR zeta chains",3122
"HLA-DRA","R-HSA-389948","PD-1 signaling",3122
"HLA-DRA","R-HSA-202433","Generation of second messenger molecules",3122
"HLA-DRA","R-HSA-388841","Costimulation by the CD28 family",3122
"HLA-DRA","R-HSA-877300","Interferon gamma signaling",3122
"HLA-DRA","R-HSA-202424","Downstream TCR signaling",3122
"HLA-DRA","R-HSA-202403","TCR signaling",3122
"HLA-DRA","R-HSA-2132295","MHC class II antigen presentation",3122
"HLA-DRA","R-HSA-913531","Interferon Signaling",3122
"HLA-DRB1","R-HSA-202430","Translocation of ZAP-70 to Immunological synapse",3123
"HLA-DRB1","R-HSA-202427","Phosphorylation of CD3 and TCR zeta chains",3123
"HLA-DRB1","R-HSA-389948","PD-1 signaling",3123
"HLA-DRB1","R-HSA-202433","Generation of second messenger molecules",3123
"HLA-DRB1","R-HSA-388841","Costimulation by the CD28 family",3123
"HLA-DRB1","R-HSA-877300","Interferon gamma signaling",3123
"HLA-DRB1","R-HSA-202424","Downstream TCR signaling",3123
"HLA-DRB1","R-HSA-202403","TCR signaling",3123
"HLA-DRB1","R-HSA-2132295","MHC class II antigen presentation",3123
"HLA-DRB1","R-HSA-913531","Interferon Signaling",3123
"HLA-DRB3","R-HSA-202430","Translocation of ZAP-70 to Immunological synapse",3125
"HLA-DRB3","R-HSA-202427","Phosphorylation of CD3 and TCR zeta chains",3125
"HLA-DRB3","R-HSA-389948","PD-1 signaling",3125
"HLA-DRB3","R-HSA-202433","Generation of second messenger molecules",3125
"HLA-DRB3","R-HSA-388841","Costimulation by the CD28 family",3125
"HLA-DRB3","R-HSA-877300","Interferon gamma signaling",3125
"HLA-DRB3","R-HSA-202424","Downstream TCR signaling",3125
"HLA-DRB3","R-HSA-202403","TCR signaling",3125
"HLA-DRB3","R-HSA-2132295","MHC class II antigen presentation",3125
"HLA-DRB3","R-HSA-913531","Interferon Signaling",3125
"HLA-DRB4","R-HSA-202430","Translocation of ZAP-70 to Immunological synapse",3126
"HLA-DRB4","R-HSA-202427","Phosphorylation of CD3 and TCR zeta chains",3126
"HLA-DRB4","R-HSA-389948","PD-1 signaling",3126
"HLA-DRB4","R-HSA-202433","Generation of second messenger molecules",3126
"HLA-DRB4","R-HSA-388841","Costimulation by the CD28 family",3126
"HLA-DRB4","R-HSA-877300","Interferon gamma signaling",3126
"HLA-DRB4","R-HSA-202424","Downstream TCR signaling",3126
"HLA-DRB4","R-HSA-202403","TCR signaling",3126
"HLA-DRB4","R-HSA-2132295","MHC class II antigen presentation",3126
"HLA-DRB4","R-HSA-913531","Interferon Signaling",3126
"HLA-DRB5","R-HSA-202430","Translocation of ZAP-70 to Immunological synapse",3127
"HLA-DRB5","R-HSA-202427","Phosphorylation of CD3 and TCR zeta chains",3127
"HLA-DRB5","R-HSA-389948","PD-1 signaling",3127
"HLA-DRB5","R-HSA-202433","Generation of second messenger molecules",3127
"HLA-DRB5","R-HSA-388841","Costimulation by the CD28 family",3127
"HLA-DRB5","R-HSA-877300","Interferon gamma signaling",3127
"HLA-DRB5","R-HSA-202424","Downstream TCR signaling",3127
"HLA-DRB5","R-HSA-202403","TCR signaling",3127
"HLA-DRB5","R-HSA-2132295","MHC class II antigen presentation",3127
"HLA-DRB5","R-HSA-913531","Interferon Signaling",3127
"IFNB1","R-HSA-918233","TRAF3-dependent IRF activation pathway",3456
"IFNB1","R-HSA-912694","Regulation of IFNA/IFNB signaling",3456
"IFNB1","R-HSA-933541","TRAF6 mediated IRF7 activation",3456
"IFNB1","R-HSA-909733","Interferon alpha/beta signaling",3456
"IFNB1","R-HSA-168928","DDX58/IFIH1-mediated induction of interferon-alpha/beta",3456
"IFNB1","R-HSA-2559580","Oxidative Stress Induced Senescence",3456
"IFNB1","R-HSA-9705671","SARS-CoV-2 activates/modulates innate and adaptive immune responses",3456
"IFNB1","R-HSA-983231","Factors involved in megakaryocyte development and platelet production",3456
"IFNB1","R-HSA-2559583","Cellular Senescence",3456
"IFNB1","R-HSA-913531","Interferon Signaling",3456
"IFNB1","R-HSA-9705683","SARS-CoV-2-host interactions",3456
"IFNB1","R-HSA-9694516","SARS-CoV-2 Infection",3456
"IFNB1","R-HSA-9679506","SARS-CoV Infections",3456
"IFNG","R-HSA-8877330","RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)",3458
"IFNG","R-HSA-877312","Regulation of IFNG signaling",3458
"IFNG","R-HSA-8950505","Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation",3458
"IFNG","R-HSA-9020591","Interleukin-12 signaling",3458
"IFNG","R-HSA-447115","Interleukin-12 family signaling",3458
"IFNG","R-HSA-877300","Interferon gamma signaling",3458
"IFNG","R-HSA-913531","Interferon Signaling",3458
"IFNG","R-HSA-8878171","Transcriptional regulation by RUNX1",3458
"IFNG","R-HSA-449147","Signaling by Interleukins",3458
"IFNGR1","R-HSA-877312","Regulation of IFNG signaling",3459
"IFNGR1","R-HSA-877300","Interferon gamma signaling",3459
"IFNGR1","R-HSA-9679191","Potential therapeutics for SARS",3459
"IFNGR1","R-HSA-913531","Interferon Signaling",3459
"IFNGR1","R-HSA-9679506","SARS-CoV Infections",3459
"IFNGR2","R-HSA-877312","Regulation of IFNG signaling",3460
"IFNGR2","R-HSA-877300","Interferon gamma signaling",3460
"IFNGR2","R-HSA-9679191","Potential therapeutics for SARS",3460
"IFNGR2","R-HSA-913531","Interferon Signaling",3460
"IFNGR2","R-HSA-9679506","SARS-CoV Infections",3460
"IKBKB","R-HSA-209543","p75NTR recruits signalling complexes",3551
"IKBKB","R-HSA-209560","NF-kB is activated and signals survival",3551
"IKBKB","R-HSA-933543","NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10",3551
"IKBKB","R-HSA-937039","IRAK1 recruits IKK complex",3551
"IKBKB","R-HSA-975144","IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation",3551
"IKBKB","R-HSA-193639","p75NTR signals via NF-kB",3551
"IKBKB","R-HSA-5684264","MAP3K8 (TPL2)-dependent MAPK1/3 activation",3551
"IKBKB","R-HSA-1810476","RIP-mediated NFkB activation via ZBP1",3551
"IKBKB","R-HSA-9758274","Regulation of NF-kappa B signaling",3551
"IKBKB","R-HSA-168927","TICAM1, RIP1-mediated IKK complex recruitment",3551
"IKBKB","R-HSA-1606322","ZBP1(DAI) mediated induction of type I IFNs",3551
"IKBKB","R-HSA-933542","TRAF6 mediated NF-kB activation",3551
"IKBKB","R-HSA-937041","IKK complex recruitment mediated by RIP1",3551
"IKBKB","R-HSA-5357956","TNFR1-induced NFkappaB signaling pathway",3551
"IKBKB","R-HSA-5260271","Diseases of Immune System",3551
"IKBKB","R-HSA-5602358","Diseases associated with the TLR signaling cascade",3551
"IKBKB","R-HSA-168638","NOD1/2 Signaling Pathway",3551
"IKBKB","R-HSA-5357905","Regulation of TNFR1 signaling",3551
"IKBKB","R-HSA-445989","TAK1-dependent IKK and NF-kappa-B activation  ",3551
"IKBKB","R-HSA-75893","TNF signaling",3551
"IKBKB","R-HSA-168643","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",3551
"IKBKB","R-HSA-1834949","Cytosolic sensors of pathogen-associated DNA ",3551
"IKBKB","R-HSA-450294","MAP kinase activation",3551
"IKBKB","R-HSA-1169091","Activation of NF-kappaB in B cells",3551
"IKBKB","R-HSA-448424","Interleukin-17 signaling",3551
"IKBKB","R-HSA-168928","DDX58/IFIH1-mediated induction of interferon-alpha/beta",3551
"IKBKB","R-HSA-2871837","FCERI mediated NF-kB activation",3551
"IKBKB","R-HSA-1168372","Downstream signaling events of B Cell Receptor (BCR)",3551
"IKBKB","R-HSA-1236974","ER-Phagosome pathway",3551
"IKBKB","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade",3551
"IKBKG","R-HSA-4755510","SUMOylation of immune response proteins",8517
"IKBKG","R-HSA-933543","NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10",8517
"IKBKG","R-HSA-937039","IRAK1 recruits IKK complex",8517
"IKBKG","R-HSA-975144","IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation",8517
"IKBKG","R-HSA-5684264","MAP3K8 (TPL2)-dependent MAPK1/3 activation",8517
"IKBKG","R-HSA-1810476","RIP-mediated NFkB activation via ZBP1",8517
"IKBKG","R-HSA-9758274","Regulation of NF-kappa B signaling",8517
"IKBKG","R-HSA-168927","TICAM1, RIP1-mediated IKK complex recruitment",8517
"IKBKG","R-HSA-1606322","ZBP1(DAI) mediated induction of type I IFNs",8517
"IKBKG","R-HSA-450321","JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1",8517
"IKBKG","R-HSA-450302","activated TAK1 mediates p38 MAPK activation",8517
"IKBKG","R-HSA-933542","TRAF6 mediated NF-kB activation",8517
"IKBKG","R-HSA-937041","IKK complex recruitment mediated by RIP1",8517
"IKBKG","R-HSA-5357956","TNFR1-induced NFkappaB signaling pathway",8517
"IKBKG","R-HSA-5260271","Diseases of Immune System",8517
"IKBKG","R-HSA-5602358","Diseases associated with the TLR signaling cascade",8517
"IKBKG","R-HSA-168638","NOD1/2 Signaling Pathway",8517
"IKBKG","R-HSA-5689896","Ovarian tumor domain proteases",8517
"IKBKG","R-HSA-5357905","Regulation of TNFR1 signaling",8517
"IKBKG","R-HSA-445989","TAK1-dependent IKK and NF-kappa-B activation  ",8517
"IKBKG","R-HSA-75893","TNF signaling",8517
"IKBKG","R-HSA-168643","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",8517
"IKBKG","R-HSA-1834949","Cytosolic sensors of pathogen-associated DNA ",8517
"IKBKG","R-HSA-450294","MAP kinase activation",8517
"IKBKG","R-HSA-1169091","Activation of NF-kappaB in B cells",8517
"IKBKG","R-HSA-448424","Interleukin-17 signaling",8517
"IKBKG","R-HSA-168928","DDX58/IFIH1-mediated induction of interferon-alpha/beta",8517
"IKBKG","R-HSA-2871837","FCERI mediated NF-kB activation",8517
"IKBKG","R-HSA-1168372","Downstream signaling events of B Cell Receptor (BCR)",8517
"IKBKG","R-HSA-1236974","ER-Phagosome pathway",8517
"IL10","R-HSA-8950505","Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation",3586
"IL10","R-HSA-9664323","FCGR3A-mediated IL10 synthesis",3586
"IL10","R-HSA-6783783","Interleukin-10 signaling",3586
"IL10","R-HSA-9020591","Interleukin-12 signaling",3586
"IL10","R-HSA-447115","Interleukin-12 family signaling",3586
"IL10","R-HSA-9662851","Anti-inflammatory response favouring Leishmania parasite infection",3586
"IL10","R-HSA-9664433","Leishmania parasite growth and survival",3586
"IL10","R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling",3586
"IL10","R-HSA-9658195","Leishmania infection",3586
"IL10","R-HSA-449147","Signaling by Interleukins",3586
"IL12A","R-HSA-8984722","Interleukin-35 Signalling",3592
"IL12A","R-HSA-6783783","Interleukin-10 signaling",3592
"IL12A","R-HSA-9020591","Interleukin-12 signaling",3592
"IL12A","R-HSA-447115","Interleukin-12 family signaling",3592
"IL12A","R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling",3592
"IL12A","R-HSA-449147","Signaling by Interleukins",3592
"IL12B","R-HSA-6783783","Interleukin-10 signaling",3593
"IL12B","R-HSA-9020591","Interleukin-12 signaling",3593
"IL12B","R-HSA-447115","Interleukin-12 family signaling",3593
"IL12B","R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling",3593
"IL12B","R-HSA-449147","Signaling by Interleukins",3593
"IL1A","R-HSA-9660826","Purinergic signaling in leishmaniasis infection",3552
"IL1A","R-HSA-9664424","Cell recruitment (pro-inflammatory response)",3552
"IL1A","R-HSA-5620971","Pyroptosis",3552
"IL1A","R-HSA-6783783","Interleukin-10 signaling",3552
"IL1A","R-HSA-5218859","Regulated Necrosis",3552
"IL1A","R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling",3552
"IL1A","R-HSA-2559582","Senescence-Associated Secretory Phenotype (SASP)",3552
"IL1A","R-HSA-9020702","Interleukin-1 signaling",3552
"IL1A","R-HSA-446652","Interleukin-1 family signaling",3552
"IL1A","R-HSA-9658195","Leishmania infection",3552
"IL1A","R-HSA-2559583","Cellular Senescence",3552
"IL1A","R-HSA-5357801","Programmed Cell Death",3552
"IL1A","R-HSA-449147","Signaling by Interleukins",3552
"IL1B","R-HSA-9660826","Purinergic signaling in leishmaniasis infection",3553
"IL1B","R-HSA-9664424","Cell recruitment (pro-inflammatory response)",3553
"IL1B","R-HSA-5620971","Pyroptosis",3553
"IL1B","R-HSA-6783783","Interleukin-10 signaling",3553
"IL1B","R-HSA-5218859","Regulated Necrosis",3553
"IL1B","R-HSA-5607764","CLEC7A (Dectin-1) signaling",3553
"IL1B","R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling",3553
"IL1B","R-HSA-9020702","Interleukin-1 signaling",3553
"IL1B","R-HSA-5621481","C-type lectin receptors (CLRs)",3553
"IL1B","R-HSA-446652","Interleukin-1 family signaling",3553
"IL1B","R-HSA-9658195","Leishmania infection",3553
"IL1B","R-HSA-5357801","Programmed Cell Death",3553
"IL1B","R-HSA-449147","Signaling by Interleukins",3553
"IL2","R-HSA-8877330","RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)",3558
"IL2","R-HSA-9020558","Interleukin-2 signaling",3558
"IL2","R-HSA-912526","Interleukin receptor SHC signaling",3558
"IL2","R-HSA-451927","Interleukin-2 family signaling",3558
"IL2","R-HSA-512988","Interleukin-3, Interleukin-5 and GM-CSF signaling",3558
"IL2","R-HSA-8878171","Transcriptional regulation by RUNX1",3558
"IL2","R-HSA-5673001","RAF/MAP kinase cascade",3558
"IL2","R-HSA-5684996","MAPK1/MAPK3 signaling",3558
"IL2","R-HSA-5683057","MAPK family signaling cascades",3558
"IL2","R-HSA-449147","Signaling by Interleukins",3558
"IL4","R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling",3565
"IL4","R-HSA-446652","Interleukin-1 family signaling",3565
"IL4","R-HSA-449147","Signaling by Interleukins",3565
"IL6","R-HSA-110056","MAPK3 (ERK1) activation",3569
"IL6","R-HSA-1059683","Interleukin-6 signaling",3569
"IL6","R-HSA-112409","RAF-independent MAPK1/3 activation",3569
"IL6","R-HSA-6783589","Interleukin-6 family signaling",3569
"IL6","R-HSA-8853884","Transcriptional Regulation by VENTX",3569
"IL6","R-HSA-9660821","ADORA2B mediated anti-inflammatory cytokines production",3569
"IL6","R-HSA-6783783","Interleukin-10 signaling",3569
"IL6","R-HSA-9662851","Anti-inflammatory response favouring Leishmania parasite infection",3569
"IL6","R-HSA-9664433","Leishmania parasite growth and survival",3569
"IL6","R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling",3569
"IL6","R-HSA-8957275","Post-translational protein phosphorylation",3569
"IL6","R-HSA-2559582","Senescence-Associated Secretory Phenotype (SASP)",3569
"IL6","R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",3569
"IL6","R-HSA-9658195","Leishmania infection",3569
"IL6","R-HSA-2559583","Cellular Senescence",3569
"IL6","R-HSA-5684996","MAPK1/MAPK3 signaling",3569
"IL6","R-HSA-5683057","MAPK family signaling cascades",3569
"IL6","R-HSA-449147","Signaling by Interleukins",3569
"IRAK1","R-HSA-209543","p75NTR recruits signalling complexes",3654
"IRAK1","R-HSA-209560","NF-kB is activated and signals survival",3654
"IRAK1","R-HSA-975110","TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling",3654
"IRAK1","R-HSA-937039","IRAK1 recruits IKK complex",3654
"IRAK1","R-HSA-975144","IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation",3654
"IRAK1","R-HSA-193639","p75NTR signals via NF-kB",3654
"IRAK1","R-HSA-450321","JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1",3654
"IRAK1","R-HSA-450302","activated TAK1 mediates p38 MAPK activation",3654
"IRAK1","R-HSA-168638","NOD1/2 Signaling Pathway",3654
"IRAK1","R-HSA-445989","TAK1-dependent IKK and NF-kappa-B activation  ",3654
"IRAK1","R-HSA-168643","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",3654
"IRAK1","R-HSA-8986944","Transcriptional Regulation by MECP2",3654
"IRAK1","R-HSA-450294","MAP kinase activation",3654
"IRAK1","R-HSA-448424","Interleukin-17 signaling",3654
"IRAK1","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade",3654
"IRAK1","R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade",3654
"IRAK1","R-HSA-193704","p75 NTR receptor-mediated signalling",3654
"IRAK1","R-HSA-975871","MyD88 cascade initiated on plasma membrane",3654
"IRAK1","R-HSA-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation",3654
"IRAK1","R-HSA-975155","MyD88 dependent cascade initiated on endosome",3654
"IRAK1","R-HSA-168164","Toll Like Receptor 3 (TLR3) Cascade",3654
"IRAK1","R-HSA-168181","Toll Like Receptor 7/8 (TLR7/8) Cascade",3654
"IRAK1","R-HSA-6811558","PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",3654
"IRAK1","R-HSA-168138","Toll Like Receptor 9 (TLR9) Cascade",3654
"IRAK1","R-HSA-166166","MyD88-independent TLR4 cascade ",3654
"IRAK1","R-HSA-937061","TRIF(TICAM1)-mediated TLR4 signaling ",3654
"IRAK1","R-HSA-166058","MyD88:MAL(TIRAP) cascade initiated on plasma membrane",3654
"IRAK1","R-HSA-168188","Toll Like Receptor TLR6:TLR2 Cascade",3654
"IRAK1","R-HSA-199418","Negative regulation of the PI3K/AKT network",3654
"IRAK1","R-HSA-9020702","Interleukin-1 signaling",3654
"IRAK4","R-HSA-975110","TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling",51135
"IRAK4","R-HSA-5603041","IRAK4 deficiency (TLR2/4)",51135
"IRAK4","R-HSA-5260271","Diseases of Immune System",51135
"IRAK4","R-HSA-5602358","Diseases associated with the TLR signaling cascade",51135
"IRAK4","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade",51135
"IRAK4","R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade",51135
"IRAK4","R-HSA-975871","MyD88 cascade initiated on plasma membrane",51135
"IRAK4","R-HSA-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation",51135
"IRAK4","R-HSA-975155","MyD88 dependent cascade initiated on endosome",51135
"IRAK4","R-HSA-168181","Toll Like Receptor 7/8 (TLR7/8) Cascade",51135
"IRAK4","R-HSA-6811558","PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",51135
"IRAK4","R-HSA-168138","Toll Like Receptor 9 (TLR9) Cascade",51135
"IRAK4","R-HSA-166058","MyD88:MAL(TIRAP) cascade initiated on plasma membrane",51135
"IRAK4","R-HSA-168188","Toll Like Receptor TLR6:TLR2 Cascade",51135
"IRAK4","R-HSA-199418","Negative regulation of the PI3K/AKT network",51135
"IRAK4","R-HSA-9020702","Interleukin-1 signaling",51135
"IRAK4","R-HSA-168179","Toll Like Receptor TLR1:TLR2 Cascade",51135
"IRAK4","R-HSA-181438","Toll Like Receptor 2 (TLR2) Cascade",51135
"IRAK4","R-HSA-166016","Toll Like Receptor 4 (TLR4) Cascade",51135
"IRAK4","R-HSA-446652","Interleukin-1 family signaling",51135
"IRAK4","R-HSA-168898","Toll-like Receptor Cascades",51135
"IRAK4","R-HSA-1257604","PIP3 activates AKT signaling",51135
"IRAK4","R-HSA-9006925","Intracellular signaling by second messengers",51135
"IRAK4","R-HSA-449147","Signaling by Interleukins",51135
"ITGA4","R-HSA-216083","Integrin cell surface interactions",3676
"ITGA4","R-HSA-8878159","Transcriptional regulation by RUNX3",3676
"ITGA4","R-HSA-9679191","Potential therapeutics for SARS",3676
"ITGA4","R-HSA-198933","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell",3676
"ITGA4","R-HSA-202733","Cell surface interactions at the vascular wall",3676
"ITGA4","R-HSA-1474244","Extracellular matrix organization",3676
"ITGA4","R-HSA-9679506","SARS-CoV Infections",3676
"ITGAM","R-HSA-216083","Integrin cell surface interactions",3684
"ITGAM","R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling",3684
"ITGAM","R-HSA-202733","Cell surface interactions at the vascular wall",3684
"ITGAM","R-HSA-166016","Toll Like Receptor 4 (TLR4) Cascade",3684
"ITGAM","R-HSA-168898","Toll-like Receptor Cascades",3684
"ITGAM","R-HSA-1474244","Extracellular matrix organization",3684
"ITGAM","R-HSA-449147","Signaling by Interleukins",3684
"ITGAM","R-HSA-6798695","Neutrophil degranulation",3684
"ITGB1","R-HSA-75892","Platelet Adhesion to exposed collagen",3688
"ITGB1","R-HSA-446353","Cell-extracellular matrix interactions",3688
"ITGB1","R-HSA-416700","Other semaphorin interactions",3688
"ITGB1","R-HSA-445144","Signal transduction by L1",3688
"ITGB1","R-HSA-210991","Basigin interactions",3688
"ITGB1","R-HSA-3000170","Syndecan interactions",3688
"ITGB1","R-HSA-3000157","Laminin interactions",3688
"ITGB1","R-HSA-8874081","MET activates PTK2 signaling",3688
"ITGB1","R-HSA-2129379","Molecules associated with elastic fibres",3688
"ITGB1","R-HSA-8875878","MET promotes cell motility",3688
